Job Title;Company Name;Location;Posted Date;Job Type;Job Skills;Link;Salary;Responsibilities
Sr. Product Manager, UFG;Amazon MENA ;Dubai, United Arab Emirates ;22 days ago;Full Time;Full TimeNot specified  IT/Software Development  Analyst/Research  Engineering - Telecom/Technology  information technology (it)  computer science  engineering  business analysis  agile  project management  sql;https://wuzzuf.net/jobs/p/DBVL5sUNVMkG-Sr-Product-Manager-UFG-Amazon-MENA-Dubai-United-Arab-Emirates?o=1592&l=sp&t=sj&a=data|search-v3|navbl;;
Brand Specialist, AVS (Amazon Vendor Services);Amazon MENA ;Cairo, Egypt ;22 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Branding  Marketing  Advertising  E-marketing  Social Media  Startup  Customer Service;https://wuzzuf.net/jobs/p/3RVNQ3HhbDbr-Brand-Specialist-AVS-Amazon-Vendor-Services-Amazon-MENA-Cairo-Egypt?o=1593&l=sp&t=sj&a=data|search-v3|navbl;;
Chief Accountant;Foundever ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Banking  Operations/Management  Finance  Accounting  Financial Management  Financial Analysis  Microsoft Office  Commerce  ERP;https://wuzzuf.net/jobs/p/S8UGNtyvMeDK-Chief-Accountant-Foundever-Cairo-Egypt?o=1594&l=sp&t=sj&a=data|search-v3|navbl;;
Partnership Manager - KSA;Payfort Saudi Closed JSC ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Business Development  Marketing/PR/Advertising  Sales/Retail  Business Development  Marketing  Sales  Partnerships  Sales Skills  Partnership  Advertising;https://wuzzuf.net/jobs/p/tozeHF4q2gPF-Partnership-Manager---KSA-Payfort-Saudi-Closed-JSC-Riyadh-Saudi-Arabia?o=1595&l=sp&t=sj&a=data|search-v3|navbl;;
Consultant Psychiatrist;Wizejob HR Consultancy ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Medical/Healthcare  doctor  healthcare  medical  psychiatrist;https://wuzzuf.net/jobs/p/GihGKZnWEbcb-Consultant-Psychiatrist-Wizejob-HR-Consultancy-Dubai-United-Arab-Emirates?o=1596&l=sp&t=sj&a=data|search-v3|navbl;;
Consultant Psychiatrist;WizeJob ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Medical/Healthcare  doctor  healthcare  medical  psychiatrist;https://wuzzuf.net/jobs/p/FFyvhDbCJiqO-Consultant-Psychiatrist-WizeJob-Dubai-United-Arab-Emirates?o=1597&l=sp&t=sj&a=data|search-v3|navbl;;
Cluster Paymaster;Al Maha Arjaan by Rotana ;Abu Dhabi, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Human Resources  payroll  employment  employee  employees  paymaster;https://wuzzuf.net/jobs/p/IGd5rj3oRbsP-Cluster-Paymaster-Al-Maha-Arjaan-by-Rotana-Abu-Dhabi-United-Arab-Emirates?o=1598&l=sp&t=sj&a=data|search-v3|navbl;;
Officer - Pricing and Analytics;Transguard group ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Customer Service/Support  Microsoft Office  Administration  Finance  Customer Service  Accounting  Customer Care  Customer Support;https://wuzzuf.net/jobs/p/GEw6q5t8oIuc-Officer---Pricing-and-Analytics-Transguard-group-Dubai-United-Arab-Emirates?o=1599&l=sp&t=sj&a=data|search-v3|navbl;;
Applications team lead;Dataloop Ltd ;Abu Dhabi, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Software Development  Software Engineering  Computer Engineering  Agile  MVC;https://wuzzuf.net/jobs/p/ZgubTdlYUt8h-Applications-team-lead-Dataloop-Ltd-Abu-Dhabi-United-Arab-Emirates?o=1600&l=sp&t=sj&a=data|search-v3|navbl;;
Respiratory Therapist;Mediclinic International ;Al Ain, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Medical/Healthcare  medical  medicine  physical therapy  physiotherapy  therapy;https://wuzzuf.net/jobs/p/fKreVCaBgiab-Respiratory-Therapist-Mediclinic-International-Al-Ain-United-Arab-Emirates?o=1601&l=sp&t=sj&a=data|search-v3|navbl;;
Environmental Engineer (3486);Eram Talent ;Riyadh, Saudi Arabia ;15 days ago;Full Time;"Full TimeNot specified  R&D/Science  Quality  Engineering - Other  Engineering  Science  HSE  Health &amp; Safety  Safety  Environmental Sciences  Quality";https://wuzzuf.net/jobs/p/8y2jSQ7NIdHa-Environmental-Engineer-3486-Eram-Talent-Riyadh-Saudi-Arabia?o=1602&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Presales Consultant - Enterprise Business Solutions;Giza Arabia ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Sales  Sales Skills  Real Estate  Sales Target  Information Technology (IT)  Computer Science  Customer Service;https://wuzzuf.net/jobs/p/gtQPVQJRpdA3-Senior-Presales-Consultant---Enterprise-Business-Solutions-Giza-Arabia-Riyadh-Saudi-Arabia?o=1603&l=sp&t=sj&a=data|search-v3|navbl;;
Marketing - Graduate Intern;Raya Holding for Financial Investments ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Marketing  Social Media  E-marketing  Media  Sales  Market Research  Sales Skills;https://wuzzuf.net/jobs/p/KxaCQNO8pb18-Marketing---Graduate-Intern-Raya-Holding-for-Financial-Investments-Cairo-Egypt?o=1604&l=sp&t=sj&a=data|search-v3|navbl;;
Infrastructure - System Administrator;Sharjah Islamic Bank ;Sharjah, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  Information Technology (IT)  Computer Science  Infrastructure  Engineering  Computer Engineering  Civil Engineering  Installation;https://wuzzuf.net/jobs/p/WeblUibZYnbY-Infrastructure---System-Administrator-Sharjah-Islamic-Bank-Sharjah-United-Arab-Emirates?o=1605&l=sp&t=sj&a=data|search-v3|navbl;;
Off-Cycle Intern, Investment Banking - Dubai;Moelis ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  IT/Software Development  Sales/Retail  finance  accounting  financial analysis  financial management  microsoft office  banking  analysis;https://wuzzuf.net/jobs/p/TSSJxpRxc4pQ-Off-Cycle-Intern-Investment-Banking---Dubai-Moelis-Dubai-United-Arab-Emirates?o=1606&l=sp&t=sj&a=data|search-v3|navbl;;
Deskside Support Specialist- KSA;SAT Microsystems ;Jeddah, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Customer Service/Support  IT/Software Development  Sales/Retail  sales  sales skills  sales target  information technology (it)  personnel;https://wuzzuf.net/jobs/p/c5QpjRlXcepm-Deskside-Support-Specialist--KSA-SAT-Microsystems-Jeddah-Saudi-Arabia?o=1607&l=sp&t=sj&a=data|search-v3|navbl;;
Communications Manager (UAE National);Kitopi ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Administration  Operations/Management  Sales/Retail  Communication Skills  Microsoft Office  Management  Communication  Administration  Office Management  English;https://wuzzuf.net/jobs/p/pNW6JD1pcEqm-Communications-Manager-UAE-National-Kitopi-Dubai-United-Arab-Emirates?o=1608&l=sp&t=sj&a=data|search-v3|navbl;;
Industrial IoT Application Lead;Al Nahiya Group ;Abu Dhabi, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  information technology (it)  computer science  sales  engineering  javascript  agile  sql;https://wuzzuf.net/jobs/p/hk7GRA8Lwm8L-Industrial-IoT-Application-Lead-Al-Nahiya-Group-Abu-Dhabi-United-Arab-Emirates?o=1609&l=sp&t=sj&a=data|search-v3|navbl;;
Claims Assessor;Bupa ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Customer Service/Support  insurance  claims  customer care  customer service;https://wuzzuf.net/jobs/p/d1OlCmLmEwwS-Claims-Assessor-Bupa-Cairo-Egypt?o=1610&l=sp&t=sj&a=data|search-v3|navbl;;
Officer - Media Communication;Roads and Transport Authority ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Administration  Customer Service/Support  Microsoft Office  Administration  Finance  Customer Service  Accounting  Customer Care  Customer Support;https://wuzzuf.net/jobs/p/h0dmwXN7vzqG-Officer---Media-Communication-Roads-and-Transport-Authority-Dubai-United-Arab-Emirates?o=1611&l=sp&t=sj&a=data|search-v3|navbl;;
Senior Civil/Structural Designer;Amec Foster Wheeler ;Doha, Qatar ;15 days ago;Full Time;Full TimeNot specified  Engineering - Construction/Civil/Architecture  Creative/Design/Art  Engineering - Oil & Gas/Energy  Civil Engineering  Design  Engineering  Construction  AutoCAD  Architecture  Revit;https://wuzzuf.net/jobs/p/8JOssyajODaE-Senior-CivilStructural-Designer-Amec-Foster-Wheeler-Doha-Qatar?o=1612&l=sp&t=sj&a=data|search-v3|navbl;;
Pathologist;Wizejob HR Consultancy ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Medical/Healthcare  Sales/Retail  Pharmaceutical  medical  medicine  healthcare  sales  lab  pathology  laboratory;https://wuzzuf.net/jobs/p/euS8uSkqiVTv-Pathologist-Wizejob-HR-Consultancy-Dubai-United-Arab-Emirates?o=1613&l=sp&t=sj&a=data|search-v3|navbl;;
Digital Marketing Officer JOB;Department of Culture and Tourism ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Creative/Design/Art  Marketing/PR/Advertising  Media/Journalism/Publishing  Marketing  Social Media  Digital Marketing  E-marketing  Media  SEO  Market Research;https://wuzzuf.net/jobs/p/Wv7yDM1oaYJL-Digital-Marketing-Officer-JOB-Department-of-Culture-and-Tourism-Dubai-United-Arab-Emirates?o=1614&l=sp&t=sj&a=data|search-v3|navbl;;
Marketing Executive (UAE National);Kitopi ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Marketing  Social Media  E-marketing  Market Research  Digital Marketing  Media  Sales;https://wuzzuf.net/jobs/p/SWoMI9bQ7KZa-Marketing-Executive-UAE-National-Kitopi-Dubai-United-Arab-Emirates?o=1615&l=sp&t=sj&a=data|search-v3|navbl;;
Digital Quality Assurance Agent (UAE National);Kitopi ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Customer Service/Support  IT/Software Development  Quality  quality assurance  customer service  quality  quality control  customer support  engineering  english;https://wuzzuf.net/jobs/p/6lEqsvl8hx6q-Digital-Quality-Assurance-Agent-UAE-National-Kitopi-Dubai-United-Arab-Emirates?o=1616&l=sp&t=sj&a=data|search-v3|navbl;;
Specialist - Air Carrier;The General Civil Aviation Authority ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Marketing  Social Media  Sales  Microsoft Office  E-marketing  Sales Skills  Media;https://wuzzuf.net/jobs/p/Ep18xFyAGofC-Specialist---Air-Carrier-The-General-Civil-Aviation-Authority-Dubai-United-Arab-Emirates?o=1617&l=sp&t=sj&a=data|search-v3|navbl;;
J14520 - Secondary Male ICT Teacher - Abu Dhabi, UAE - Immediate;Edvectus ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  R&D/Science  Education/Teaching  Training/Instructor  curriculum  qualification  diploma  uae  ict;https://wuzzuf.net/jobs/p/bYYIcT3DZfg8-J14520---Secondary-Male-ICT-Teacher---Abu-Dhabi-UAE---Immediate-Edvectus-Dubai-United-Arab-Emirates?o=1618&l=sp&t=sj&a=data|search-v3|navbl;;
KSA Customer Experience Specialist West;Unilever Schweiz GmbH ;Jeddah, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  sales  marketing  customer service  sales skills  microsoft office  communication skills  logistics;https://wuzzuf.net/jobs/p/ovOHLr8QHP41-KSA-Customer-Experience-Specialist-West-Unilever-Schweiz-GmbH-Jeddah-Saudi-Arabia?o=1619&l=sp&t=sj&a=data|search-v3|navbl;;
Manager, Corporate Procurement;ROSHN ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Operations/Management  Sales/Retail  Purchasing/Procurement  Procurement  Purchasing  Sales  Supply Chain  Sales Skills  Logistics  Management;https://wuzzuf.net/jobs/p/tqbOMh637XQh-Manager-Corporate-Procurement-ROSHN-Riyadh-Saudi-Arabia?o=1620&l=sp&t=sj&a=data|search-v3|navbl;;
Pathologist;WizeJob ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Medical/Healthcare  Sales/Retail  Pharmaceutical  medical  medicine  healthcare  sales  lab  pathology  laboratory;https://wuzzuf.net/jobs/p/XdcMx1Cohpim-Pathologist-WizeJob-Dubai-United-Arab-Emirates?o=1621&l=sp&t=sj&a=data|search-v3|navbl;;
Mfg Support Specialist II;Honeywell International Inc ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Installation/Maintenance/Repair  IT/Software Development  Engineering - Telecom/Technology  information technology (it)  computer science  software engineering  microsoft office  engineering  hardware  computer;https://wuzzuf.net/jobs/p/lB1Zohf6McKF-Mfg-Support-Specialist-II-Honeywell-International-Inc-Riyadh-Saudi-Arabia?o=1622&l=sp&t=sj&a=data|search-v3|navbl;;
Junior Brand Marketing Intern;ManpowerGroup Middle East ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Creative/Design/Art  Marketing/PR/Advertising  Media/Journalism/Publishing  marketing  social media  e-marketing  market research  media  digital marketing  sales;https://wuzzuf.net/jobs/p/lOYc9GCXW6Hc-Junior-Brand-Marketing-Intern-ManpowerGroup-Middle-East-Dubai-United-Arab-Emirates?o=1623&l=sp&t=sj&a=data|search-v3|navbl;;
Warranty Manager;Nissan Motor Co., Ltd. ;Jeddah, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Customer Service/Support  Sales/Retail  Engineering - Mechanical/Electrical  engineering  customer service  customer support  customer care  english  automotive  management;https://wuzzuf.net/jobs/p/ISGektvpUxhC-Warranty-Manager-Nissan-Motor-Co-Ltd-Jeddah-Saudi-Arabia?o=1624&l=sp&t=sj&a=data|search-v3|navbl;;
J11128 - Secondary Female Chemistry Science Teachers - Abu Dhabi UAE - August 2023;Edvectus ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Administration  Education/Teaching  Training/Instructor  diploma  curriculum  uae  valuedteachers  teaching;https://wuzzuf.net/jobs/p/Z2vIZtDvXGAu-J11128---Secondary-Female-Chemistry-Science-Teachers---Abu-Dhabi-UAE---August-2023-Edvectus-Dubai-United-Arab-Emirates?o=1625&l=sp&t=sj&a=data|search-v3|navbl;;
J13353 - Secondary Male Biology Teachers - Al Ain, UAE - Immediate;Edvectus ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Administration  Education/Teaching  Training/Instructor  curriculum  diploma  valuedteachers  teaching  uae;https://wuzzuf.net/jobs/p/LC2jN8433VeH-J13353---Secondary-Male-Biology-Teachers---Al-Ain-UAE---Immediate-Edvectus-Dubai-United-Arab-Emirates?o=1626&l=sp&t=sj&a=data|search-v3|navbl;;
Quality Assurance Team Leader;Qatar Airways - Other locations ;Doha, Qatar ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Quality  Engineering - Telecom/Technology  Quality Control  Quality Assurance  Computer Science  Quality  Testing  Information Technology (IT)  Software Testing;https://wuzzuf.net/jobs/p/VF5w2V3Jp7F9-Quality-Assurance-Team-Leader-Qatar-Airways---Other-locations-Doha-Qatar?o=1627&l=sp&t=sj&a=data|search-v3|navbl;;
Junior Advisory Consultant - UAE National;ATKINS ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  IT/Software Development  Sales/Retail  Engineering - Telecom/Technology  Sales  Sales Skills  Real Estate  Sales Target  Customer Service  Property  Computer Science;https://wuzzuf.net/jobs/p/EzM04RJW0lx2-Junior-Advisory-Consultant---UAE-National-ATKINS-Dubai-United-Arab-Emirates?o=1628&l=sp&t=sj&a=data|search-v3|navbl;;
Business Development Specialist;Dubizzle MENA ;Cairo, Egypt ;15 days ago;Full Time;Full TimeNot specified  Business Development  Marketing/PR/Advertising  Sales/Retail  Business Development  Sales  Sales Skills  Sales Target  Marketing  Customer Service  Customer Support;https://wuzzuf.net/jobs/p/h2VKwYolQXGV-Business-Development-Specialist-Dubizzle-MENA-Cairo-Egypt?o=1629&l=sp&t=sj&a=data|search-v3|navbl;;
Receivable Supervisor;Rotana Hotel Management Corporation ;Doha, Qatar ;15 days ago;Full Time;Full TimeNot specified  Accounting/Finance  Logistics/Supply Chain  Sales/Retail  microsoft office  accounting  sales  customer service  finance  communication skills  english;https://wuzzuf.net/jobs/p/Kvhdfd2fhBGX-Receivable-Supervisor-Rotana-Hotel-Management-Corporation-Doha-Qatar?o=1630&l=sp&t=sj&a=data|search-v3|navbl;;
Graphic Designer (UAE National);Kitopi ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Creative/Design/Art  Marketing/PR/Advertising  Media/Journalism/Publishing  Graphic Design  Adobe Photoshop  Design  Adobe Illustrator  Adobe Indesign  Marketing  Social Media;https://wuzzuf.net/jobs/p/AMEGF1q4nD6r-Graphic-Designer-UAE-National-Kitopi-Dubai-United-Arab-Emirates?o=1631&l=sp&t=sj&a=data|search-v3|navbl;;
Accounts Payable Executive (Temp);Nathan & Nathan ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Customer Service/Support  Marketing/PR/Advertising  Sales/Retail  Sales  Customer Service  Sales Skills  Customer Care  Customer Support  Sales Target  Marketing;https://wuzzuf.net/jobs/p/pS93at4echUw-Accounts-Payable-Executive-Temp-Nathan-Nathan-Dubai-United-Arab-Emirates?o=1632&l=sp&t=sj&a=data|search-v3|navbl;;
Social Media Specialist;AlUla Club ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Writing/Editorial  Marketing/PR/Advertising  Media/Journalism/Publishing  Social Media  Marketing  Media  E-marketing  Digital Marketing  SEO  Market Research;https://wuzzuf.net/jobs/p/UI3Bb43JO0uE-Social-Media-Specialist-AlUla-Club-Riyadh-Saudi-Arabia?o=1633&l=sp&t=sj&a=data|search-v3|navbl;;
Associate - Employee Relations (UAE National);Kitopi ;Dubai, United Arab Emirates ;15 days ago;Full Time;Full TimeNot specified  Business Development  Customer Service/Support  Sales/Retail  Sales Skills  Customer Service  Sales Target  Sales  Marketing  Outdoor Sales  Business Development;https://wuzzuf.net/jobs/p/POobTLPRlRWq-Associate---Employee-Relations-UAE-National-Kitopi-Dubai-United-Arab-Emirates?o=1634&l=sp&t=sj&a=data|search-v3|navbl;;
Strategy & Market Specialist;Eram Talent ;Riyadh, Saudi Arabia ;15 days ago;Full Time;Full TimeNot specified  Marketing/PR/Advertising  Sales/Retail  Media/Journalism/Publishing  Marketing  Sales  Sales Skills  Social Media  Market Research  Sales Target  Sales Strategies;https://wuzzuf.net/jobs/p/hmA4gCzhNDTf-Strategy-Market-Specialist-Eram-Talent-Riyadh-Saudi-Arabia?o=1635&l=sp&t=sj&a=data|search-v3|navbl;;
Accountant;Jessour Misr ;Abu Rawash, Giza, Egypt ;15 days ago;Full Time;Full TimeEntry Level  0 - 2 Yrs of Exp  Accounting/Finance  Banking  accountant  Accounting  ERP  Finance  Financial Analysis  Odoo  Odoo ERP  CMA;https://wuzzuf.net/jobs/p/Eli7qrfanlT9-Accountant-Jessour-Misr-Giza-Egypt?o=1636&l=sp&t=sj&a=data|search-v3|navbl;;
Full Stack Developer;Pinehart ;Cairo, Egypt ;1 month ago;Work From Home;Work From HomeExperienced  2+ Yrs of Exp  Business Development  IT/Software Development  Full Stack  JavaScript  HTML  Information Technology (IT)  Computer Science;https://wuzzuf.net/jobs/p/55nAlbqXmPM9-Full-Stack-Developer-Pinehart-Cairo-Egypt?o=1637&l=sp&t=sj&a=data|search-v3|navbl;;
